ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,EPA_PARAM_IR_CATEGORY_ID,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT
UT16020204-006_01,Jordan River-6,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria
UT16020204-006_01,Jordan River-6,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-006_01,Jordan River-6,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-006_01,Jordan River-6,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060003-021_00,Moon Lake Tributaries,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-019_00,Big Cottonwood Creek-1,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020204-019_00,Big Cottonwood Creek-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020204-019_00,Big Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010203-009_00,Little Bear River-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010101-004_00,Sage Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060004-005_00,Avintaquin Creek,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14070002-004_01,Ivie Creek Upper-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,Agricultural,Insufficient Information,Meeting criteria
UT16010101-021_00,Bear River-6,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020202-027_00,Beer Creek,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria
UT16020202-027_00,Beer Creek,PH,Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria
UT16020202-027_00,Beer Creek,PH,Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT16020202-027_00,Beer Creek,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020202-027_00,Beer Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020202-027_00,Beer Creek,"AMMONIA, TOTAL",Meeting Criteria,2,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Meeting criteria
UT16020202-027_00,Beer Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020204-001_00,Blackridge Reservoir,HARMFUL ALGAL BLOOMS,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-004_00,Colorado River-4,SELENIUM,Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14030005-004_00,Colorado River-4,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14030005-004_00,Colorado River-4,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060003-012_00,Deep Creek - Uinta,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-009_00,Ferron Creek Upper,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14060009-009_00,Ferron Creek Upper,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060009-009_00,Ferron Creek Upper,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060003-020_00,Rock Creek Upper,ALUMINUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14080201-007_00,Cottonwood Wash-3,ALPHA PARTICLES,Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-007_00,Cottonwood Wash-3,ALPHA PARTICLES,Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14080201-007_00,Cottonwood Wash-3,RADIUM,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-007_00,Cottonwood Wash-3,RADIUM,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020201-008_00,Jordan River-8,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020201-008_00,Jordan River-8,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060010-001_00,Ashley Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060010-001_00,Ashley Creek Lower,SELENIUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060010-001_00,Ashley Creek Lower,SELENIUM,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070005-007_00,Calf Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070005-007_00,Calf Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020102-023_00,Hardscrabble Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,DISSOLVED OXYGEN,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,PH,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,PH,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,"AMMONIA, TOTAL",Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16030004-005_01,San Pitch-3-1,"AMMONIA, TOTAL",Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT15010009-001_00,Fort Pearce Wash,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-034_00,State Canal,"AMMONIA, TOTAL",Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020204-034_00,State Canal,"AMMONIA, TOTAL",Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020204-034_00,State Canal,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020204-034_00,State Canal,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020204-034_00,State Canal,DISSOLVED OXYGEN,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT14070005-003_00,North Creek-Escalante,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070005-003_00,North Creek-Escalante,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030007-025_00,Three Creeks Reservoir,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14060010-006_00,Steinaker Reservoir,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14060010-006_00,Steinaker Reservoir,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060003-005_00,Antelope Creek,SELENIUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14060003-005_00,Antelope Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060003-005_00,Antelope Creek,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060003-005_00,Antelope Creek,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060009-011_00,Cottonwood Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060009-011_00,Cottonwood Creek Lower,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-011_00,Cottonwood Creek Lower,PH,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14060009-011_00,Cottonwood Creek Lower,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030006-001_00,Coal Creek - C/B,TEMPERATURE,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14060009-003_04,Bear Canyon-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_04,Bear Canyon-2,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_04,Bear Canyon-2,PH,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060009-003_04,Bear Canyon-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060009-003_04,Bear Canyon-2,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060009-003_04,Bear Canyon-2,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060009-003_04,Bear Canyon-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-010_00,Chalk Creek1-Coalville,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020101-010_00,Chalk Creek1-Coalville,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020101-010_00,Chalk Creek1-Coalville,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14070001-003_00,Colorado River-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-017_01,Weber Lower Tributaries-1-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-017_01,Weber Lower Tributaries-1-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030003-006_00,Salina Creek-2,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030003-006_00,Salina Creek-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030003-006_00,Salina Creek-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030003-006_00,Salina Creek-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030003-006_00,Salina Creek-2,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030003-006_00,Salina Creek-2,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14040106-018_00,Red Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16020101-030_00,Beaver Creek2-Kamas,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-030_00,Beaver Creek2-Kamas,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14070003-008_00,Fremont River-3,ESCHERICHIA COLI (E. COLI),Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT14070003-008_00,Fremont River-3,ESCHERICHIA COLI (E. COLI),Cause,4A,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14070003-008_00,Fremont River-3,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14070003-008_00,Fremont River-3,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030002-008_00,Antimony Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,3,Aquatic Wildlife (Cold Water),Fully Supporting,Not enough information
UT16020101-011_00,South Fork Chalk Creek,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-011_00,South Fork Chalk Creek,SEDIMENT,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-011_00,South Fork Chalk Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020101-011_00,South Fork Chalk Creek,ESCHERICHIA COLI (E. COLI),Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT16020101-011_00,South Fork Chalk Creek,ESCHERICHIA COLI (E. COLI),Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT16010202-015_00,Clay Slough,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010202-015_00,Clay Slough,DISSOLVED OXYGEN,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010202-015_00,Clay Slough,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010202-015_00,Clay Slough,PH,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010202-015_00,Clay Slough,PH,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010202-015_00,Clay Slough,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16010202-015_00,Clay Slough,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-026_01,East Canyon Creek-2-1,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-026_01,East Canyon Creek-2-1,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-026_01,East Canyon Creek-2-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-026_01,East Canyon Creek-2-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria
UT16020102-026_01,East Canyon Creek-2-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT14060007-011_00,Desert Seep Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060007-011_00,Desert Seep Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT14060007-011_00,Desert Seep Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT-L-16030007-020_00,Kents Lake,DISSOLVED OXYGEN,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030007-020_00,Kents Lake,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16030007-020_00,Kents Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010203-012_00,Tony Grove Lake,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010203-012_00,Tony Grove Lake,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-16010203-012_00,Tony Grove Lake,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060010-003_00,Brush Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060010-003_00,Brush Creek,SELENIUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060010-006_00,Big Brush Creek,ALUMINUM,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16020102-042_00,Ricks Creek,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060010-011_04,Green River-2 Tribs-4,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060010-011_04,Green River-2 Tribs-4,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT14060010-005_00,Little Brush Creek Upper,ALUMINUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,PH,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,COPPER,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-004_00,Bear Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-16020304-004_00,Settlement Canyon Reservoir,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16010204-011_02,Mantua Reservoir Tributaries-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010204-011_02,Mantua Reservoir Tributaries-2,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010204-011_02,Mantua Reservoir Tributaries-2,PH,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010204-011_02,Mantua Reservoir Tributaries-2,PH,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16010204-011_02,Mantua Reservoir Tributaries-2,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16020102-031_00,Kays Creek,COPPER,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-031_00,Kays Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-031_00,Kays Creek,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,2,Agricultural,Not Supporting,Meeting criteria
UT16020102-031_00,Kays Creek,PH,Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16020102-031_00,Kays Creek,PH,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-031_00,Kays Creek,PH,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT16030005-026_00,Sevier River-22,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16030005-026_00,Sevier River-22,SEDIMENT,Cause,4A,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16010204-001_00,Box Elder Creek-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010204-001_00,Box Elder Creek-1,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria
UT16030001-005_00,Sevier River-3,"PHOSPHORUS, TOTAL",Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-005_00,Sevier River-3,SEDIMENT,Cause,4A,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT16030001-005_00,Sevier River-3,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16030001-005_00,Sevier River-3,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14080201-006_00,Cottonwood Wash-2,ALPHA PARTICLES,Cause,4A,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-006_00,Cottonwood Wash-2,RADIUM,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-006_00,Cottonwood Wash-2,TEMPERATURE,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14080201-006_00,Cottonwood Wash-2,ARSENIC,Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14080201-006_00,Cottonwood Wash-2,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16030004-002_00,Twelve Mile Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060010-002_00,Middle Ashley Creek,SELENIUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT14060010-002_00,Middle Ashley Creek,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060010-002_00,Middle Ashley Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060010-002_00,Middle Ashley Creek,ALUMINUM,Cause,5,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria
UT16020102-030_00,North Fork Kays Creek,COPPER,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT14060003-002_00,Duchesne River-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,4A,Agricultural,Not Supporting,Not meeting criteria
UT14060003-002_00,Duchesne River-2,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT14060003-002_00,Duchesne River-2,BORON,Cause,5,Agricultural,Not Supporting,Not meeting criteria
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,2,Domestic Source,Fully Supporting,Meeting criteria
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,2,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT14060004-001_00,Strawberry River-1,PH,Meeting Criteria,2,Agricultural,Fully Supporting,Meeting criteria
UT14060010-011_03,Green River-2 Tribs-3,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT14060010-011_03,Green River-2 Tribs-3,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria
UT16010203-020_00,Blacksmith Fork-1,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT16010203-020_00,Blacksmith Fork-1,DISSOLVED OXYGEN,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020203-016_00,McHenry Creek,ZINC,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020203-016_00,McHenry Creek,CADMIUM,Meeting Criteria,2,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria
UT16020201-010_00,Powell Slough,DISSOLVED OXYGEN,Cause,5,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria
UT16020102-055_00,Weber Lower Tributaries-5,ESCHERICHIA COLI (E. COLI),Cause,5,Domestic Source,Not Supporting,Not meeting criteria
UT16020102-055_00,Weber Lower Tributaries-5,ESCHERICHIA COLI (E. COLI),Cause,5,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria
UT-L-14080203-002_00,Monticello Lake,DISSOLVED OXYGEN,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
UT-L-14080203-002_00,Monticello Lake,TEMPERATURE,Cause,5,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria
