ASSESSMENT_UNIT_ID,ASSESSMENT_UNIT_NAME,PARAMETER_CODE_NAME,PARAMETER_STATUS_NAME,USE_NAME,ATTAINMENT_CODE_NAME,PARAMETER_ATTAINMENT,FIRST_LISTED_CYCLE
UT14070002-002_00,Quitchipah Creek Upper,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-16030001-001_00,Navajo Lake,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14040106-010_00,Carter Creek,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020203-006_03,Provo River-6-3,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070005-018_00,Boulder Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information,
UT16030002-001_00,Otter Creek-4,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020203-009_00,Main Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2010
UT16020203-009_00,Main Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2010
UT16020204-006_01,Jordan River-6,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16030003-021_00,Manning Creek,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030003-021_00,Manning Creek,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16030003-021_00,Manning Creek,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT-L-14070005-011_00,Wide Hollow Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT16020101-020_01,Silver Creek-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2010
UT16020204-001_01,Jordan River-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT-L-14040107-006_00,China Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT14060004-005_00,Avintaquin Creek,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2008
UT16030001-014_00,Threemile Creek,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT-L-16020201-006_00,Silver Lake Flat Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16010101-025_00,Stillwater Fork,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16010101-025_00,Stillwater Fork,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16010101-025_00,Stillwater Fork,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT16020201-002_02,Mary Ellen Gulch,ZINC,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16010201-002_00,Laketown,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT-L-14070003-044_00,Lower Bowns Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT16030002-009_00,East Fork Sevier-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14080201-011_00,Comb Wash,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT14060010-002_00,Middle Ashley Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT-L-16020202-002_00,Big East Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT14070005-011_00,Escalante River Lower,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT14060003-001_00,Duchesne River-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060010-002_00,Middle Ashley Creek,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT16020204-010_00,City Creek-2,CADMIUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT-L-16020102-014_00,Pineview Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1994
UT-L-14040107-005_00,Lyman Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,1996
UT14050007-003_00,Evacuation Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT16010202-004_00,Bear River-3,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT15010008-020_00,East Fork Virgin-3,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Insufficient Information,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information,
UT14060003-005_00,Antelope Creek,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2014
UT-L-14060003-293_00,Butterfly Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT16020204-002_00,Jordan River-2,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT14030005-004_00,Colorado River-4,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT-L-16020201-004_01,Utah Lake other than Provo Bay,PCBS IN FISH TISSUE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2010
UT16010201-004_00,North Eden,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT14060006-001_00,Willow Creek,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14070006-001_00,Wahweap Creek,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16020201-002_02,Mary Ellen Gulch,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT-L-14060004-001_00,Strawberry Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020203-026_00,Heber Valley,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT16020203-026_00,Heber Valley,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14070006-004_00,Last Chance Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT-L-16030006-019_00,Red Creek Reservoir (Iron Co),PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010008-001_00,Santa Clara-1,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2008
UT-L-14070003-044_00,Lower Bowns Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT16020102-026_01,East Canyon Creek-2,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16030001-004_00,Bear Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16030001-004_00,Bear Creek,COPPER,Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT-L-16030004-001_00,Ninemile Reservoir,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-021_00,Little Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2008
UT16020204-021_00,Little Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-021_00,Little Cottonwood Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Agricultural,Not Supporting,Not meeting criteria,2008
UT-L-14080201-002_00,Blanding City Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16030003-006_00,Salina Creek-2,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16030003-006_00,Salina Creek-2,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16030003-006_00,Salina Creek-2,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT16020309-002_00,Blue Creek,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT14080201-011_00,Comb Wash,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2014
UT16030005-027_00,Sevier River-24,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Not Supporting,Meeting criteria,
UT-L-16030001-006_00,Panguitch Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT-L-14060007-005_00,Scofield Reservoir,HARMFUL ALGAL BLOOMS,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020203-006_02,Provo River-6-2,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020101-020_02,Silver Creek-2,ARSENIC,Cause,Domestic Source,Not Supporting,Not meeting criteria,2006
UT14030005-017_00,Courthouse Wash,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT16010201-002_00,Laketown,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT-L-14060003-293_00,Butterfly Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT-L-14080203-002_00,Monticello Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT14070007-001_00,Paria River-1,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2000
UT14060009-004_02,Bear Canyon-1,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,Domestic Source,Not Supporting,Meeting criteria,
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Meeting criteria,
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020101-020_02,Silver Creek-2,PH,Meeting Criteria,Agricultural,Not Supporting,Meeting criteria,
UT14050007-002_00,Bitter Creek Lower,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14080201-006_00,Cottonwood Wash-2,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2012
UT16020101-014_00,Chalk Creek3-Coalville,PH,Meeting Criteria,Domestic Source,Fully Supporting,Meeting criteria,
UT16020101-014_00,Chalk Creek3-Coalville,PH,Meeting Criteria,Recreation and Aesthetics (Infrequent Primary Contact),Fully Supporting,Meeting criteria,
UT16020101-014_00,Chalk Creek3-Coalville,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020101-014_00,Chalk Creek3-Coalville,PH,Meeting Criteria,Agricultural,Fully Supporting,Meeting criteria,
UT-L-14080203-002_00,Monticello Lake,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2006
UT14040107-005_00,East Fork Smiths Fork,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16010101-007_00,Big Creek,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT16020202-030_00,Benjamin Slough,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT-L-14040106-019_00,Browne Lake,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT-L-16020202-002_00,Big East Lake,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2012
UT16020203-009_00,Main Creek-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020204-020_00,Big Cottonwood Creek-2,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070003-002_00,UM Creek,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT14060008-002_00,Green River-5,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT-L-16020201-004_01,Utah Lake other than Provo Bay,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2006
UT-L-14060010-006_00,Steinaker Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT15010003-005_00,Johnson Wash-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT-L-16020304-005_00,Grantsville Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16030002-002_00,Otter Creek-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14060003-011_00,Whiterocks River Lower,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020204-025_00,Parleys Canyon Creek-1,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT-L-14060010-001_00,Pelican Lake,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2004
UT16020201-002_02,Mary Ellen Gulch,CADMIUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT16020203-006_01,Provo River-6-1,ALUMINUM,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT-L-14080201-002_00,Blanding City Reservoir,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030005-005_00,Mill Creek1-Moab,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT14070003-001_00,Johnson Valley,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT14070003-001_00,Johnson Valley,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT-L-14080203-002_00,Monticello Lake,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030005-018_00,Courthouse Wash,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT14030005-009_00,Castle Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT14030005-009_00,Castle Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14030002-001_01,La Sal Creek-1,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT15010008-004_00,Virgin River-2,TEMPERATURE,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16010204-003_00,Bear River-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria,
UT16020204-017_00,Mill Creek2-SLCity,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2010
UT16020102-031_00,Kays Creek,COPPER,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2016
UT16030001-002_00,Sevier River-4,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020202-011_00,Cottonwood Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16010204-002_00,Bear River Lower-East,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Warm Water),Fully Supporting,Meeting criteria,
UT16010204-002_00,Bear River Lower-East,DISSOLVED OXYGEN,Meeting Criteria,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Fully Supporting,Meeting criteria,
UT16030005-019_00,Chalk Creek2-Fillmore,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030005-019_00,Chalk Creek2-Fillmore,PH,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16030005-019_00,Chalk Creek2-Fillmore,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT16020101-010_00,Chalk Creek1-Coalville,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020101-007_00,Echo Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT14060010-001_00,Ashley Creek Lower,SELENIUM,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,1992
UT14060010-001_00,Ashley Creek Lower,SELENIUM,Cause,Agricultural,Not Supporting,Not meeting criteria,1992
UT14040106-021_00,Pot Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020204-023_00,Bingham Creek,SELENIUM,Cause,"Aquatic Wildlife (Waterfowl, Shorebirds, and Other)",Not Supporting,Not meeting criteria,2014
UT16030005-022_00,Chicken Creek-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,1998
UT16020101-020_02,Silver Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT16020101-020_02,Silver Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020102-017_01,Weber Lower Tributaries-1-1,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Cold Water),Insufficient Information,Not enough information,
UT14080205-001_00,San Juan River-1,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16020204-014_00,Mountain Dell Creek-1,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT14060005-009_00,Green River-3,PH,Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT14060005-009_00,Green River-3,PH,Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT14060005-009_00,Green River-3,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT14060005-009_00,Green River-3,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT-L-16020201-004_02,Provo Bay portion of Utah Lake,EUTROPHICATION,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT16020102-041_00,Davis Creek,COPPER,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16020203-015_00,Snake Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Domestic Source,Not Supporting,Not meeting criteria,2020
UT16020203-015_00,Snake Creek-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020204-024_01,Midas Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT14060010-010_00,Green River-2,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Frequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT14060009-010_00,Huntington Creek-1,SELENIUM,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2006
UT16030006-002_00,Pinto Creek,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14070005-010_00,The Gulch,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT14040106-004_00,Middle Fork Beaver Creek,ALUMINUM,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT-L-16030002-011_00,Koosharem Reservoir,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2020
UT14030005-011_00,Pack Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2006
UT-L-14070003-015_00,Mill Meadow Reservoir,PH,Meeting Criteria,Aquatic Wildlife (Cold Water),Not Supporting,Meeting criteria,
UT14060007-007_00,Price River-3,"AMMONIA, TOTAL",Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2014
UT16030003-010_00,Lost Creek3-Salina,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT-L-16020201-004_01,Utah Lake other than Provo Bay,"PHOSPHORUS, TOTAL",Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,1994
UT-L-14060004-004_00,Lake Canyon Lake,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16030003-027_00,Peterson Creek,TEMPERATURE,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2022
UT16020101-004_00,Weber River-7,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT16020204-035_00,Red Butte Creek Lower,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16010202-010_00,Cub River,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020202-035_00,Dry Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020203-007_00,South Fork Provo River,NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16020102-026_01,East Canyon Creek-2,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16020102-039_00,Farmington Creek-1,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2014
UT16010204-006_00,Malad River-1,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Non-game Fish and Other),Not Supporting,Not meeting criteria,2020
UT14070003-008_00,Fremont River-3,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2014
UT16020309-002_00,Blue Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2012
UT16020204-034_00,State Canal,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT16030002-006_00,East Fork Sevier-3,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Meeting Criteria,Aquatic Wildlife (Cold Water),Fully Supporting,Meeting criteria,
UT16030006-006_00,Shoal Creek,ESCHERICHIA COLI (E. COLI),Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030003-005_00,Lost Creek-1,BORON,Cause,Agricultural,Not Supporting,Not meeting criteria,2016
UT14070002-001_00,Muddy Creek Upper,TEMPERATURE,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2016
UT14070002-004_01,Ivie Creek Upper-1,TOTAL DISSOLVED SOLIDS (TDS),Meeting Criteria,Agricultural,Insufficient Information,Meeting criteria,
UT16010204-008_01,Bear River-2-1,TEMPERATURE,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT14070006-004_00,Last Chance Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2014
UT16030002-003_00,Otter Creek-3,DISSOLVED OXYGEN,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2022
UT16030005-027_00,Sevier River-24,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2022
UT16030005-027_00,Sevier River-24,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
UT16030005-027_00,Sevier River-24,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2022
UT14080205-001_00,San Juan River-1,DISSOLVED OXYGEN,Meeting Criteria,Aquatic Wildlife (Warm Water),Not Supporting,Meeting criteria,
UT16020102-039_00,Farmington Creek-1,PH,Cause,Recreation and Aesthetics (Infrequent Primary Contact),Not Supporting,Not meeting criteria,2020
UT16020102-039_00,Farmington Creek-1,PH,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2020
UT16020102-039_00,Farmington Creek-1,PH,Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT14060007-010_00,Miller Creek,TOTAL DISSOLVED SOLIDS (TDS),Cause,Agricultural,Not Supporting,Not meeting criteria,2020
UT16020203-013_00,Provo Deer Creek,BENTHIC MACROINVERTEBRATES BIOASSESSMENTS,Cause,Aquatic Wildlife (Cold Water),Not Supporting,Not meeting criteria,2008
UT14080205-001_00,San Juan River-1,COPPER,Cause,Aquatic Wildlife (Warm Water),Not Supporting,Not meeting criteria,2022
