Basin,Scenario,HUC_12,Watershed,Ecological_Index,Stressor_Index,Social_Index,RPI_Score
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031005,Lower Montes Creek,37.30,37.01,0.58,33.62
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031006,Cobble Hollow-Dry Gulch Creek,32.00,17.74,0.75,38.34
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031101,Shale Creek-North Fork Uinta River,73.30,5.23,1.37,56.48
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031102,Atwood Creek-Uinta River,69.10,5.19,1.25,55.05
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031103,Pole Creek,95.50,0.89,0.62,65.08
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031203,Paradise Creek-Whiterocks River,79.40,0.65,0.52,59.76
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031301,Mosby Creek,65.10,9.38,0.13,51.95
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031302,Upper Deep Creek,73.80,4.76,0.37,56.47
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031303,Middle Deep Creek,65.60,2.09,0.27,54.59
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031304,Lower Deep Creek,32.00,11.05,0.08,40.34
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031406,Bottle Hollow-Uinta River,54.30,14.68,0.63,46.75
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031407,Randlett Butte-Uinta River,45.40,14.19,0.22,43.81
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031502,Lower South Myton Bench-Duchesne River,25.90,34.19,0.50,30.74
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031503,Sand Pass-Duchesne River,47.10,8.36,0.48,46.41
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031504,Ouray Park Canal-Duchesne River,49.40,12.21,0.15,45.78
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600031505,Leland Bench-Duchesne River,52.80,9.54,0.70,47.99
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040102,Clyde Creek-Strawberry River,54.90,2.44,16.70,56.39
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040103,Mud Creek,48.60,3.86,7.47,50.74
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040104,Indian Creek,42.90,1.91,12.72,51.24
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040105,Trout Creek-Strawberry River,40.00,2.76,9.62,48.95
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040106,Soldier Creek-Strawberry River,37.00,5.85,9.38,46.84
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040201,Mill Hollow-West Fork Avintaquin Creek,59.60,2.54,5.75,54.27
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040202,South Fork Avintaquin Creek,70.20,1.65,6.57,58.37
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040203,Minnie Creek-West Fork Avintaquin Creek,60.90,5.40,4.45,53.32
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040204,Finger Canyon-Avintaquin Creek,71.20,2.56,6.37,58.34
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040303,Timber Canyon,62.50,1.61,9.25,56.71
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040401,Current Creek Reservoir,61.80,1.73,16.08,58.72
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040502,Red Creek Reservoir-Red Creek,58.40,6.98,7.02,52.81
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040503,Coyote Draw,76.10,5.23,3.27,58.05
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040504,Sand Wash,68.60,9.14,3.23,54.23
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040505,Grass Hollow-Red Creek,53.90,8.44,6.93,50.80
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040601,Santaquin Draw,95.80,5.66,2.95,64.36
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040602,Upper Rabbit Gulch,90.40,6.20,3.95,62.72
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040603,Sink Draw,86.00,9.18,2.72,59.85
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040604,Middle Rabbit Gulch,100.00,5.49,3.57,66.03
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040605,Lower Rabbit Gulch,59.80,6.10,8.40,54.03
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040701,Left Fork Indian Canyon,62.20,3.51,5.12,54.60
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040702,Right Fork Indian Canyon,67.60,3.99,4.12,55.91
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040703,Indian Canyon,60.40,5.99,3.32,52.58
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040801,Sams Canyon,66.00,0.31,3.72,56.47
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040802,Sams Wash-Strawberry River,64.50,6.60,3.18,53.69
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040803,Lake Canyon,60.50,4.50,6.33,54.11
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040804,Ethlen Wash-Strawberry River,58.90,3.41,2.68,52.72
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040805,Skitzy Canyon-Strawberry River,41.90,6.64,15.92,50.39
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600040806,Starvation Reservoir-Strawberry River,52.10,13.54,23.33,53.97
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050101,Gilsonite Draw,49.80,0.28,0.77,50.10
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050102,Upper Wells Draw,56.40,2.08,1.20,51.84
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050103,Lower Wells Draw,27.70,6.80,0.23,40.38
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050104,Upper Pleasant Valley Wash,28.40,10.28,0.85,39.66
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050105,Pariette Bench,40.80,5.16,0.08,45.24
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050106,Lower Pleasant Valley Wash-Pariette Draw,27.20,5.83,0.52,40.63
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050202,Upper Big Wash,60.20,0.03,0.88,53.69
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050203,Lower Big Wash,47.10,3.64,0.43,47.97
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050204,Castle Peak Draw,43.70,3.61,0.85,46.98
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050205,Outlet Pariette Draw,36.90,5.10,0.18,43.99
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050206,Uteland Butte Wash-Green River,58.70,2.31,0.10,52.16
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050301,Upper Argyle Creek,67.60,5.29,4.25,55.52
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050302,Minnie Maud Creek,54.60,6.05,4.83,51.13
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050303,Cow Canyon,70.00,6.03,1.03,55.00
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050304,Sheep Canyon,73.00,1.96,0.95,57.33
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050305,Lower Argyle Creek,76.40,3.90,3.67,58.72
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050306,Big Sulphur Canyon-Ninemile Creek,65.00,4.45,3.20,54.58
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050401,Gate Canyon-Ninemile Creek,71.80,4.18,2.42,56.68
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050402,Dry Creek,74.90,3.28,2.68,58.10
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050403,Cottonwood Canyon,74.70,4.11,0.92,57.17
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050404,Prickly Pear Canyon-Ninemile Creek,77.10,3.91,1.15,58.11
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050405,Devils Canyon-Ninemile Creek,78.40,4.69,0.73,58.15
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050406,Butts Canyon-Ninemile Creek,78.50,5.75,0.52,57.76
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050504,Kings Canyon-Green River,52.60,1.66,1.25,50.73
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050505,Sand Wash-Green River,66.50,1.76,0.90,55.21
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050603,Lower Tabyago Canyon,78.90,0.00,0.55,59.82
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050605,Desolation Canyon-Green River,72.70,1.36,0.77,57.37
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050608,Cedar Ridge Canyon-Green River,75.10,5.13,0.18,56.72
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050703,Wild Horse Canyon-Green River,72.90,2.26,0.62,57.09
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050706,Three Canyon-Green River,73.90,3.91,0.60,56.86
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050707,Joe Hutch Creek-Green River,72.60,3.15,0.52,56.66
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050801,Headwaters Range Creek Canyon,81.40,5.26,0.62,58.92
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050902,Three Fords Canyon-Green River,92.50,2.53,0.35,63.44
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050904,Saleratus Canyon-Green River,70.00,0.74,0.13,56.47
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600050906,Lower Rattlesnake Canyon-Green River,69.10,4.89,16.88,60.37
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060101,Horse Canyon-Main Canyon,69.40,0.41,0.42,56.47
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060102,Wire Fence Canyon-Main Canyon,70.70,1.38,0.62,56.65
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060103,Trail Canyon,76.80,5.00,0.25,57.35
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060104,Big Asphant Canyon-Main Canyon,75.30,5.15,0.47,56.87
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060105,Crow Roost Canyon-Main Canyon,69.40,4.90,0.43,54.98
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060209,Upper Dry Gulch Canyon,64.80,0.04,0.43,55.07
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060210,Big Canyon-Willow Creek,79.00,4.19,0.55,58.45
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060211,Main Bottom Canyon-Willow Creek,63.80,1.34,0.67,54.38
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060401,Sunday School Canyon,72.50,0.11,0.37,57.59
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060402,Agency Draw,64.70,2.85,0.57,54.14
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060403,Buck Canyon-Willow Creek,60.00,1.65,0.60,52.98
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060404,Jim Little Canyon-Willow Creek,64.30,0.70,0.63,54.74
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060405,140600060405-Willow Creek,67.70,2.04,0.62,55.43
Uintah,1E: What HUC12 watersheds contain impaired waters within high density areas and high use areas (i.e. may affect a large number of people)?,140600060406,Outlet Willow Creek,64.10,1.78,0.28,54.20
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140401060903,Matt Warner Reservoir,37.60,42.92,40.37,45.02
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140401060904,Crouse Reservoir,46.10,59.90,39.80,42.00
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140401070201,East Fork Smiths Fork,55.90,43.88,32.00,48.01
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070603,Little Whiskey Creek-Evacuation Creek,65.30,74.16,30.43,40.52
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070605,Dragon Canyon-Evacuation Creek,48.50,75.18,33.30,35.54
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070606,Texas Creek-Missouri Creek,58.20,86.26,28.77,33.57
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070607,Threemile Canyon-Evacuation Creek,47.60,77.84,33.33,34.36
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070608,Park Canyon,73.10,75.62,22.67,40.05
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070609,Outlet Evacuation Creek,61.00,66.56,33.33,42.59
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070802,Upper Sweet Water Canyon,81.20,75.56,32.60,46.08
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070901,Chipeta Canyon,64.50,83.46,33.20,38.08
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070902,Dick Canyon-Bitter Creek,69.90,76.72,27.07,40.08
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070903,Rat Hole Canyon,73.50,69.94,32.10,45.22
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070904,Augusi Canyon-Bitter Creek,62.30,82.90,33.33,37.58
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070905,Burnt Timber Canyon-Bitter Creek,59.00,80.02,33.33,37.44
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070906,Bates Knoll-Bitter Creek,46.30,73.50,33.33,35.38
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140500070907,Buck Camp Canyon-Bitter Creek,52.40,67.64,33.33,39.36
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600010603,140600010603,56.40,27.70,28.70,52.47
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600020302,Coal Mine Basin-Ashley Creek,19.30,60.28,10.57,23.20
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600020405,Cottonwood Wash-Big Brush Creek,47.50,57.90,15.83,35.14
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030201,Blind Stream,89.70,48.38,33.30,58.21
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030202,Sand Creek-Duchesne River,88.60,55.38,33.33,55.52
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030203,Rudy Hollow-Duchesne River,83.50,60.90,44.43,55.68
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030204,Farm Creek,92.80,53.44,33.33,57.56
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030205,Hicken Hollow-Duchesne River,76.40,61.06,44.43,53.26
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030206,Wagstaff Hollow-Duchesne River,88.80,67.18,44.43,55.35
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030401,Sand Wash,81.20,71.18,33.33,47.78
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030402,Benson Draw-Duchesne River,78.80,69.06,44.43,51.39
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030403,Murray Springs-Duchesne River,65.80,54.02,44.43,52.07
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030804,Lake Fork River,74.00,70.02,33.33,45.77
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030806,Flattop Butte-Lake Fork River,34.00,60.82,33.33,35.50
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600030907,Big Sand Wash Reservoir-Big Sand Wash,0.00,61.80,33.33,23.84
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040601,Santaquin Draw,95.60,58.86,33.33,56.69
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040602,Upper Rabbit Gulch,89.90,56.46,33.33,55.59
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040603,Sink Draw,85.40,66.92,33.33,50.60
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040604,Middle Rabbit Gulch,100.00,69.02,33.33,54.77
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040605,Lower Rabbit Gulch,57.90,70.90,33.33,40.11
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040805,Skitzy Canyon-Strawberry River,39.20,65.88,33.33,35.55
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600040806,Starvation Reservoir-Strawberry River,49.90,61.96,33.33,40.42
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050301,Upper Argyle Creek,66.10,51.08,39.63,51.55
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050302,Minnie Maud Creek,52.60,53.26,33.33,44.22
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050303,Cow Canyon,68.60,72.86,36.27,44.00
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050304,Sheep Canyon,71.80,70.12,60.50,54.06
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050305,Lower Argyle Creek,75.30,65.54,60.20,56.65
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050306,Big Sulphur Canyon-Ninemile Creek,63.40,69.58,46.77,46.86
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050401,Gate Canyon-Ninemile Creek,70.50,80.30,64.07,51.42
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050402,Dry Creek,73.70,72.26,58.17,53.20
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050403,Cottonwood Canyon,73.60,72.48,60.20,53.77
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050404,Prickly Pear Canyon-Ninemile Creek,76.10,78.80,63.47,53.59
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050405,Devils Canyon-Ninemile Creek,77.40,74.36,65.67,56.24
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600050406,Butts Canyon-Ninemile Creek,77.50,65.96,66.30,59.28
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060101,Horse Canyon-Main Canyon,68.00,61.86,29.87,45.34
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060102,Wire Fence Canyon-Main Canyon,69.40,61.22,33.17,47.12
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060103,Trail Canyon,75.70,47.30,33.30,53.90
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060104,Big Asphant Canyon-Main Canyon,74.20,50.42,33.33,52.37
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060105,Crow Roost Canyon-Main Canyon,68.00,63.46,33.33,45.96
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060209,Upper Dry Gulch Canyon,63.20,55.06,33.33,47.16
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060210,Big Canyon-Willow Creek,78.00,55.92,33.33,51.80
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060211,Main Bottom Canyon-Willow Creek,62.20,56.26,33.33,46.42
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060401,Sunday School Canyon,71.30,73.72,33.33,43.64
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060402,Agency Draw,63.10,72.26,33.33,41.39
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060403,Buck Canyon-Willow Creek,58.20,70.96,33.33,40.19
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060404,Jim Little Canyon-Willow Creek,62.60,63.70,33.33,44.08
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060405,140600060405-Willow Creek,66.20,35.20,33.33,54.78
Uintah,2A: Which temperature impaired AUs have experienced the greatest decrease in precipitation amount?,140600060406,Outlet Willow Creek,62.40,39.14,33.33,52.20
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140401060903,Matt Warner Reservoir,37.60,35.13,40.37,47.61
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140401060904,Crouse Reservoir,46.10,26.70,39.80,53.07
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140401070201,East Fork Smiths Fork,55.90,60.98,32.00,42.31
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070603,Little Whiskey Creek-Evacuation Creek,65.30,28.73,30.43,55.67
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070605,Dragon Canyon-Evacuation Creek,48.50,25.83,33.30,51.99
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070606,Texas Creek-Missouri Creek,58.20,25.10,28.77,53.96
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070607,Threemile Canyon-Evacuation Creek,47.60,31.68,33.33,49.75
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070608,Park Canyon,73.10,31.23,22.67,54.85
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070609,Outlet Evacuation Creek,61.00,23.75,33.33,56.86
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070802,Upper Sweet Water Canyon,81.20,24.68,32.60,63.04
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070901,Chipeta Canyon,64.50,23.50,33.20,58.07
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070902,Dick Canyon-Bitter Creek,69.90,19.53,27.07,59.15
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070903,Rat Hole Canyon,73.50,19.18,32.10,62.14
Uintah,2B: Which impaired temperature AUs are most vulnerable to forecasted increases in temperature due to climate change?,140500070904,Augusi Canyon-Bitter Creek,62.30,25.28,33.33,56.79
