"","WATER_TYPE_NAME","Mgmt_Unit","ASSESSMENT_UNIT_ID","ASSESSMENT_UNIT_NAME","LAST_ASSESSED_CYCLE","DWQ_Category","EPA_IR_CATEGORY_ID","PARAMETER_CODE_NAME","PARAMETER_ATTAINMENT","Uses","FIRST_LISTED_CYCLE","CWA303D_PRIORITY_RANKING","WATER_SIZE","UNITS","HNNC","Parameter_Status"
"242","RIVER","Western Colorado River","UT14060009-003_03","Rilda Canyon",2016,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",0.0459,"Miles","","TMDL Approved (11137)"
"243","RIVER","Western Colorado River","UT14060009-003_04","Bear Canyon-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",0.9922,"Miles","","TMDL Needed"
"244","RIVER","Western Colorado River","UT14060009-003_04","Bear Canyon-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",0.9922,"Miles","","TMDL Needed"
"245","RIVER","Western Colorado River","UT14060009-003_04","Bear Canyon-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",0.9922,"Miles","","TMDL Needed"
"246","RIVER","Western Colorado River","UT14060009-003_04","Bear Canyon-2",2016,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",0.9922,"Miles","","TMDL Approved (11137)"
"247","RIVER","Western Colorado River","UT14060009-004_01","Huntington Creek-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",25.7285,"Miles","","TMDL Needed"
"248","RIVER","Western Colorado River","UT14060009-004_01","Huntington Creek-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",25.7285,"Miles","","TMDL Needed"
"249","RIVER","Western Colorado River","UT14060009-004_01","Huntington Creek-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2024,"Low",25.7285,"Miles","","TMDL Approved (11137)"
"250","RIVER","Western Colorado River","UT14060009-004_02","Bear Canyon-1",2016,"Not Supporting but has Approved TMDL for some parameters","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",1.1664,"Miles","","TMDL Needed"
"251","RIVER","Western Colorado River","UT14060009-004_02","Bear Canyon-1",2016,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",1.1664,"Miles","","TMDL Needed"
"252","RIVER","Western Colorado River","UT14060009-004_02","Bear Canyon-1",2016,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",1.1664,"Miles","","TMDL Approved (11137)"
"253","RIVER","Western Colorado River","UT14060009-005_00","Lowery Water",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,51.5505,"Miles","",NA
"254","RIVER","Western Colorado River","UT14060009-006_00","Joes Valley",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,44.6271,"Miles","",NA
"255","RIVER","Western Colorado River","UT14060009-007_00","Cottonwood Creek Upper",2022,"Not Supporting","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source, Agricultural",2014,"Low",21.6863,"Miles","","TMDL Needed"
"256","RIVER","Western Colorado River","UT14060009-007_00","Cottonwood Creek Upper",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",21.6863,"Miles","","TMDL Needed"
"257","RIVER","Western Colorado River","UT14060009-007_00","Cottonwood Creek Upper",2022,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",21.6863,"Miles","","TMDL Needed"
"258","RIVER","Western Colorado River","UT14060009-009_00","Ferron Creek Upper",2024,"Not Supporting","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Recreation and Aesthetics (Infrequent Primary Contact), Domestic Source",2022,"Low",104.6191,"Miles","","TMDL Needed"
"259","RIVER","Western Colorado River","UT14060009-010_00","Huntington Creek-1",2022,"Not Supporting","5","SELENIUM","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2006,"Low",33.3951,"Miles","","TMDL Needed"
"260","RIVER","Western Colorado River","UT14060009-011_00","Cottonwood Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Recreation and Aesthetics (Infrequent Primary Contact), Agricultural, Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",26.0797,"Miles","","TMDL Needed"
"261","RIVER","Western Colorado River","UT14060009-011_00","Cottonwood Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",26.0797,"Miles","","TMDL Approved (11139)"
"262","RIVER","Western Colorado River","UT14060009-012_00","Ferron Creek Lower",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,26.4587,"Miles","",NA
"263","RIVER","Western Colorado River","UT14060009-013_00","San Rafael Upper",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,24.4186,"Miles","",NA
"264","RIVER","Western Colorado River","UT14060009-014_00","San Rafael Lower",2024,"Not Supporting but has Approved TMDL for some parameters","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2010,"Low",88.1364,"Miles","","TMDL Needed"
"265","RIVER","Western Colorado River","UT14060009-014_00","San Rafael Lower",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2022,"Low",88.1364,"Miles","","TMDL Needed"
"266","RIVER","Western Colorado River","UT14060009-014_00","San Rafael Lower",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Meeting criteria","Agricultural",NA,"",88.1364,"Miles","","TMDL Approved (11141)"
"267","RIVER","Western Colorado River","UT14070001-001_00","Halls Creek",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Warm Water)",2020,"Low",0,"Miles","","TMDL Needed"
"268","RIVER","Western Colorado River","UT14070001-002_00","Bullfrog Creek",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"269","RIVER","Western Colorado River","UT14070001-005_00","Lake Canyon",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"270","RIVER","Western Colorado River","UT14070001-006_00","Navajo Long Creek",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"271","RIVER","Western Colorado River","UT14070001-093_00","North Wash",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,9.2852,"Miles","",NA
"272","RIVER","Western Colorado River","UT14070001-094_00","Trachyte Creek",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,4.7074,"Miles","",NA
"273","RIVER","Western Colorado River","UT14070002-001_00","Muddy Creek Upper",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",80.6942,"Miles","","TMDL Needed"
"274","RIVER","Western Colorado River","UT14070002-001_00","Muddy Creek Upper",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",80.6942,"Miles","","TMDL Needed"
"275","RIVER","Western Colorado River","UT14070002-001_00","Muddy Creek Upper",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2016,"Low",80.6942,"Miles","","TMDL Needed"
"276","RIVER","Western Colorado River","UT14070002-001_00","Muddy Creek Upper",2022,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",80.6942,"Miles","","TMDL Needed"
"277","RIVER","Western Colorado River","UT14070002-002_00","Quitchupah Creek Upper",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Cold Water)",2010,"Low",30.4468,"Miles","","TMDL Needed"
"278","RIVER","Western Colorado River","UT14070002-002_00","Quitchupah Creek Upper",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",30.4468,"Miles","","TMDL Needed"
"279","RIVER","Western Colorado River","UT14070002-002_00","Quitchupah Creek Upper",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",30.4468,"Miles","","TMDL Needed"
"280","RIVER","Western Colorado River","UT14070002-003_00","Saleratus Creek - Emery",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Cold Water)",2020,"Low",14.531,"Miles","","TMDL Needed"
"281","RIVER","Western Colorado River","UT14070002-004_01","Ivie Creek Upper-1",2016,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"282","RIVER","Western Colorado River","UT14070002-004_02","Ivie Creek Upper-2",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,28.133,"Miles","",NA
"283","RIVER","Western Colorado River","UT14070002-005_00","Last Chance Creek",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,6.5705,"Miles","",NA
"284","RIVER","Western Colorado River","UT14070002-006_00","Muddy Creek Middle",2020,"Insufficient Data","3",NA,NA,NA,NA,NA,20.0674,"Miles","",NA
"285","RIVER","Western Colorado River","UT14070002-007_00","Quitchupah Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2010,"Low",14.5384,"Miles","","TMDL Needed"
"286","RIVER","Western Colorado River","UT14070002-007_00","Quitchupah Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",14.5384,"Miles","","TMDL Approved (11144)"
"287","RIVER","Western Colorado River","UT14070002-008_00","Ivie Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","BORON","Not meeting criteria","Agricultural",2014,"Low",16.1327,"Miles","","TMDL Needed"
"288","RIVER","Western Colorado River","UT14070002-008_00","Ivie Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2016,"Low",16.1327,"Miles","","TMDL Needed"
"289","RIVER","Western Colorado River","UT14070002-008_00","Ivie Creek Lower",2022,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",16.1327,"Miles","","TMDL Approved (11145)"
"290","RIVER","Western Colorado River","UT14070002-009_00","Muddy Creek Lower",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2020,"Low",82.1907,"Miles","","TMDL Needed"
"291","RIVER","Western Colorado River","UT14070003-001_00","Johnson Valley",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2022,"Low",18.3829,"Miles","","TMDL Needed"
"292","RIVER","Western Colorado River","UT14070003-001_00","Johnson Valley",2024,"Not Supporting","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,"Low",18.3829,"Miles","","TMDL Needed"
"293","RIVER","Western Colorado River","UT14070003-001_00","Johnson Valley",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2022,"Low",18.3829,"Miles","","TMDL Needed"
"294","RIVER","Western Colorado River","UT14070003-002_00","UM Creek",2024,"Not Supporting","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,"Low",28.3369,"Miles","","TMDL Needed"
"295","RIVER","Western Colorado River","UT14070003-002_00","UM Creek",2024,"Not Supporting","5","NUTRIENT/EUTROPHICATION BIOLOGICAL INDICATORS","Not meeting criteria","Aquatic Wildlife (Cold Water)",2022,"Low",28.3369,"Miles","","TMDL Needed"
"296","RIVER","Western Colorado River","UT14070003-002_00","UM Creek",2024,"Not Supporting","5","ZINC","Not meeting criteria","Aquatic Wildlife (Cold Water)",2012,"Low",28.3369,"Miles","","TMDL Needed"
"297","RIVER","Western Colorado River","UT14070003-003_00","UM Creek Lower",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,1.9521,"Miles","Assessed HNNC",NA
"298","RIVER","Western Colorado River","UT14070003-004_00","Fremont River-1",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,8.5618,"Miles","Assessed HNNC",NA
"299","RIVER","Western Colorado River","UT14070003-005_00","Fremont River-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2020,"Low",40.726,"Miles","","TMDL Approved (R8-UT-2021-01)"
"300","RIVER","Western Colorado River","UT14070003-005_00","Fremont River-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","PH","Not meeting criteria","Aquatic Wildlife (Cold Water), Domestic Source, Agricultural, Recreation and Aesthetics (Frequent Primary Contact)",2014,"Low",40.726,"Miles","","TMDL Needed"
"301","RIVER","Western Colorado River","UT14070003-005_00","Fremont River-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","PHOSPHORUS, TOTAL","Not meeting criteria","Aquatic Wildlife (Cold Water)",1998,"Low",40.726,"Miles","","TMDL Approved (4062)"
"302","RIVER","Western Colorado River","UT14070003-005_00","Fremont River-2",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2024,"Low",40.726,"Miles","","TMDL Needed"
"303","RIVER","Western Colorado River","UT14070003-006_00","Pine Creek (Wayne Co)",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,20.5561,"Miles","",NA
"304","RIVER","Western Colorado River","UT14070003-007_00","Donkey Creek",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,36.4087,"Miles","",NA
"305","RIVER","Western Colorado River","UT14070003-008_00","Fremont River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","ESCHERICHIA COLI (E. COLI)","Not meeting criteria","Domestic Source, Recreation and Aesthetics (Frequent Primary Contact)",2014,"Low",81.2161,"Miles","","TMDL Approved (R8-UT-2021-01)"
"306","RIVER","Western Colorado River","UT14070003-008_00","Fremont River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",81.2161,"Miles","","TMDL Needed"
"307","RIVER","Western Colorado River","UT14070003-008_00","Fremont River-3",2024,"Not Supporting but has Approved TMDL for some parameters","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",81.2161,"Miles","","TMDL Needed"
"308","RIVER","Western Colorado River","UT14070003-009_00","Pleasant Creek-1",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2016,"Low",57.9356,"Miles","","TMDL Needed"
"309","RIVER","Western Colorado River","UT14070003-010_00","Pleasant Creek-2",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,10.2733,"Miles","",NA
"310","RIVER","Western Colorado River","UT14070003-011_00","Oak Creek",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",30.3239,"Miles","","TMDL Needed"
"311","RIVER","Western Colorado River","UT14070003-012_00","Sandy Creek",2020,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,30.5942,"Miles","",NA
"312","RIVER","Western Colorado River","UT14070003-013_00","Henry Mountains",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,32.1,"Miles","",NA
"313","RIVER","Western Colorado River","UT14070003-014_00","Fremont River-4",2024,"Approved TMDL","4A","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",1998,"Low",82.9336,"Miles","","TMDL Approved (4063)"
"314","RIVER","Western Colorado River","UT14070003-015_00","Fish Lake Tributaries",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,5.685,"Miles","",NA
"315","RIVER","Western Colorado River","UT14070004-001_00","Dirty Devil River",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2024,"Low",69.4027,"Miles","","TMDL Needed"
"316","RIVER","Western Colorado River","UT14070004-001_00","Dirty Devil River",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",69.4027,"Miles","","TMDL Needed"
"317","RIVER","Western Colorado River","UT14070004-002_00","Dirty Devil west side tributaries",2022,"Fully Supporting","1",NA,NA,NA,NA,NA,11.143,"Miles","",NA
"318","RIVER","Western Colorado River","UT14070005-001_00","Upper Valley Creek",2016,"Insufficient Data","3",NA,NA,NA,NA,NA,0.1737,"Miles","",NA
"319","RIVER","Western Colorado River","UT14070005-002_00","Birch Creek",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2022,"Low",30.2677,"Miles","","TMDL Needed"
"320","RIVER","Western Colorado River","UT14070005-002_00","Birch Creek",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",30.2677,"Miles","","TMDL Needed"
"321","RIVER","Western Colorado River","UT14070005-003_00","North Creek-Escalante",2020,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",49.7959,"Miles","","TMDL Needed"
"322","RIVER","Western Colorado River","UT14070005-003_00","North Creek-Escalante",2020,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2014,"Low",49.7959,"Miles","","TMDL Needed"
"323","RIVER","Western Colorado River","UT14070005-004_00","Pine Creek",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,32.9767,"Miles","",NA
"324","RIVER","Western Colorado River","UT14070005-005_00","Mamie Creek",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"325","RIVER","Western Colorado River","UT14070005-006_00","Sand Creek",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,46.0878,"Miles","",NA
"326","RIVER","Western Colorado River","UT14070005-007_00","Calf Creek",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Cold Water)",2008,"Low",8.1389,"Miles","","TMDL Needed"
"327","RIVER","Western Colorado River","UT14070005-008_00","Deer Creek (Garfield Co.)",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,64.8922,"Miles","",NA
"328","RIVER","Western Colorado River","UT14070005-010_00","The Gulch",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2020,"Low",44.4627,"Miles","","TMDL Needed"
"329","RIVER","Western Colorado River","UT14070005-011_00","Escalante River Lower",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2022,"Low",67.4727,"Miles","","TMDL Needed"
"330","RIVER","Western Colorado River","UT14070005-012_00","Escalante River Upper",2022,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2008,"Low",28.3464,"Miles","","TMDL Needed"
"331","RIVER","Western Colorado River","UT14070005-012_00","Escalante River Upper",2022,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2016,"Low",28.3464,"Miles","","TMDL Needed"
"332","RIVER","Western Colorado River","UT14070005-013_01","Escalante Tributaries-1",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"333","RIVER","Western Colorado River","UT14070005-013_02","Escalante Tributaries-2",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"334","RIVER","Western Colorado River","UT14070005-013_03","Escalante Tributaries-3",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"335","RIVER","Western Colorado River","UT14070005-013_04","Escalante Tributaries-4",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"336","RIVER","Western Colorado River","UT14070005-013_05","Escalante Tributaries-5",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0.1227,"Miles","",NA
"337","RIVER","Western Colorado River","UT14070005-013_06","Escalante Tributaries-6",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"338","RIVER","Western Colorado River","UT14070005-013_07","Escalante Tributaries-7",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"339","RIVER","Western Colorado River","UT14070005-013_08","Escalante Tributaries-8",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"340","RIVER","Western Colorado River","UT14070005-014_00","Alvey Wash Upper",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"341","RIVER","Western Colorado River","UT14070005-015_00","Alvey Wash Lower",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,9.854,"Miles","",NA
"342","RIVER","Western Colorado River","UT14070005-016_00","Wolverine Creek",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,9e-04,"Miles","",NA
"343","RIVER","Western Colorado River","UT14070005-017_00","Coyote Gulch",2022,"No Evidence of Impairment","2",NA,NA,NA,NA,NA,13.2928,"Miles","",NA
"344","RIVER","Western Colorado River","UT14070005-018_00","Boulder Creek",2022,"Insufficient Data","3",NA,NA,NA,NA,NA,58.5764,"Miles","",NA
"345","RIVER","Western Colorado River","UT14070005-019_00","Lower Escalante River Tributaries",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"346","RIVER","Western Colorado River","UT14070006-001_00","Wahweap Creek",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",0.1127,"Miles","","TMDL Needed"
"347","RIVER","Western Colorado River","UT14070006-002_00","Warm Creek",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"348","RIVER","Western Colorado River","UT14070006-003_00","Lake Powell Tribs-1",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"349","RIVER","Western Colorado River","UT14070006-004_00","Last Chance Creek",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Warm Water)",2008,"Low",16.0783,"Miles","","TMDL Needed"
"350","RIVER","Western Colorado River","UT14070006-004_00","Last Chance Creek",2024,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Warm Water)",2022,"Low",16.0783,"Miles","","TMDL Needed"
"351","RIVER","Western Colorado River","UT14070006-004_00","Last Chance Creek",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",16.0783,"Miles","","TMDL Needed"
"352","RIVER","Western Colorado River","UT14070006-005_00","Croton",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,2.3143,"Miles","",NA
"353","RIVER","Western Colorado River","UT14070006-006_01","Lake Powell Tribs-3-1",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"354","RIVER","Western Colorado River","UT14070006-006_02","Lake Powell Tribs-3-2",2012,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"355","RIVER","Western Colorado River","UT14070006-008_00","Lake Powell Tribs-2",2010,"Insufficient Data","3",NA,NA,NA,NA,NA,0,"Miles","",NA
"356","RIVER","Western Colorado River","UT14070007-001_00","Paria River-1",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2020,"Low",28.865,"Miles","","TMDL Needed"
"357","RIVER","Western Colorado River","UT14070007-001_00","Paria River-1",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2008,"Low",28.865,"Miles","","TMDL Needed"
"358","RIVER","Western Colorado River","UT14070007-001_00","Paria River-1",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2000,"Low",28.865,"Miles","","TMDL Needed"
"359","RIVER","Western Colorado River","UT14070007-002_00","Paria River-2",2022,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",34.6487,"Miles","","TMDL Needed"
"360","RIVER","Western Colorado River","UT14070007-002_00","Paria River-2",2022,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",34.6487,"Miles","","TMDL Needed"
"361","RIVER","Western Colorado River","UT14070007-003_00","Buckskin Gulch",2024,"Not Supporting","5","TEMPERATURE","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2024,"Low",2.5339,"Miles","","TMDL Needed"
"362","RIVER","Western Colorado River","UT14070007-004_00","Cottonwood Creek",2022,"Not Supporting","5","DISSOLVED OXYGEN","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2014,"Low",6.3728,"Miles","","TMDL Needed"
"363","RIVER","Western Colorado River","UT14070007-005_00","Paria River-3",2024,"Not Supporting","5","BENTHIC MACROINVERTEBRATES BIOASSESSMENTS","Not meeting criteria","Aquatic Wildlife (Non-game Fish and Other)",2008,"Low",11.0465,"Miles","","TMDL Needed"
"364","RIVER","Western Colorado River","UT14070007-005_00","Paria River-3",2024,"Not Supporting","5","TOTAL DISSOLVED SOLIDS (TDS)","Not meeting criteria","Agricultural",2014,"Low",11.0465,"Miles","","TMDL Needed"
